DateTime,HomePrice,RegionName,MonthlyChange,LastValue,Rank,Year
2012/1/31,388695,San Diego,-0.1043431,389101,13,2012.0833327 
2012/1/31,349611,San Marcos,-0.0854505,349910,16,2012.0833327 
2012/1/31,284191,Santa Ysabel,0.3343407,283244,29,2012.0833327 
2012/1/31,305981,Santee,-0.0610776,306168,26,2012.0833327 
2012/1/31,611589,Solana Beach,-0.087727,612126,5,2012.0833327 
2012/1/31,274372,Spring Valley,-0.2109459,274952,31,2012.0833327 
2012/1/31,378396,Valley Center,-0.3943205,379894,14,2012.0833327 
2012/1/31,313647,Vista,-0.168377,314176,24,2012.0833327 
2012/1/31,225532,Warner Springs,-0.3605068,226348,35,2012.0833327 
2012/2/29,418773,Alpine,0.1739043,418046,10,2012.1666660 
2012/2/29,413062,Bonita,0.1231354,412554,11,2012.1666660 
2012/2/29,401020,Bonsall,0.1180885,400547,12,2012.1666660 
2012/2/29,183275,Borrego Springs,-9.27E-03,183292,41,2012.1666660 
2012/2/29,220190,Boulevard,-0.9148468,222223,37,2012.1666660 
2012/2/29,191726,Campo,-0.3720602,192442,40,2012.1666660 
2012/2/29,546191,Carlsbad,-0.2215914,547404,6,2012.1666660 
2012/2/29,316196,Chula Vista,0.1739285,315647,20,2012.1666660 
2012/2/29,692413,Coronado,0.5010443,688961,3,2012.1666660 
2012/2/29,829059,Del Mar,1.2619591,818727,2,2012.1666660 
2012/2/29,289755,Descanso,-0.5614449,291391,27,2012.1666660 
2012/2/29,281315,Dulzura,0.0248893,281245,30,2012.1666660 
2012/2/29,316539,El Cajon,0.0148503,316492,19,2012.1666660 
2012/2/29,692048,Encinitas,0.1681898,690886,4,2012.1666660 
2012/2/29,314101,Escondido,-0.083661,314364,23,2012.1666660 
2012/2/29,358826,Fallbrook,-0.2341048,359668,15,2012.1666660 
2012/2/29,285594,Imperial Beach,-0.0559922,285754,28,2012.1666660 
2012/2/29,429497,Jamul,-0.0993199,429924,9,2012.1666660 
2012/2/29,250065,Julian,-0.2946524,250804,33,2012.1666660 
2012/2/29,347652,La Mesa,0.0953009,347321,17,2012.1666660 
2012/2/29,310293,Lakeside,0.047397,310146,25,2012.1666660 
2012/2/29,261146,Lemon Grove,0.2383648,260525,32,2012.1666660 
2012/2/29,222844,National City,0.4475977,221851,36,2012.1666660 
2012/2/29,315448,Oceanside,-0.0801391,315701,21,2012.1666660 
2012/2/29,437146,Pala,1.0366083,432661,8,2012.1666660 
2012/2/29,245404,Palomar Mountain,-0.2029255,245903,34,2012.1666660 
2012/2/29,345658,Pauma Valley,-0.1758758,346267,18,2012.1666660 
2012/2/29,209599,Pine Valley,-0.864601,211427,39,2012.1666660 
2012/2/29,220154,Potrero,-0.2898629,220794,38,2012.1666660 
2012/2/29,480651,Poway,-0.1051632,481157,7,2012.1666660 
2012/2/29,315349,Ramona,0.0536202,315180,22,2012.1666660 
2012/2/29,1825174,Rancho Santa Fe,0.1503484,1822434,1,2012.1666660 
2012/2/29,388772,San Diego,0.0198099,388695,13,2012.1666660 
2012/2/29,349502,San Marcos,-0.0311775,349611,16,2012.1666660 
2012/2/29,284538,Santa Ysabel,0.122101,284191,29,2012.1666660 
2012/2/29,305997,Santee,5.23E-03,305981,26,2012.1666660 
2012/2/29,611106,Solana Beach,-0.0789746,611589,5,2012.1666660 
2012/2/29,274347,Spring Valley,-9.11E-03,274372,31,2012.1666660 
2012/2/29,378460,Valley Center,0.0169135,378396,14,2012.1666660 
2012/2/29,313573,Vista,-0.0235934,313647,24,2012.1666660 
2012/2/29,223612,Warner Springs,-0.8513204,225532,35,2012.1666660 
2012/3/31,420878,Alpine,0.502659,418773,10,2012.2499993 
2012/3/31,414752,Bonita,0.4091395,413062,11,2012.2499993 
2012/3/31,403054,Bonsall,0.5072066,401020,12,2012.2499993 
2012/3/31,182924,Borrego Springs,-0.1915155,183275,41,2012.2499993 
2012/3/31,219939,Boulevard,-0.1139925,220190,38,2012.2499993 
2012/3/31,190858,Campo,-0.4527294,191726,40,2012.2499993 
2012/3/31,547265,Carlsbad,0.1966345,546191,6,2012.2499993 
2012/3/31,317774,Chula Vista,0.4990575,316196,20,2012.2499993 
2012/3/31,698858,Coronado,0.9308029,692413,3,2012.2499993 
2012/3/31,844409,Del Mar,1.8514967,829059,2,2012.2499993 
2012/3/31,289957,Descanso,0.0697141,289755,27,2012.2499993 
2012/3/31,281327,Dulzura,4.27E-03,281315,30,2012.2499993 
2012/3/31,317971,El Cajon,0.4523929,316539,19,2012.2499993 
2012/3/31,695930,Encinitas,0.5609437,692048,4,2012.2499993 
2012/3/31,315315,Escondido,0.3864999,314101,23,2012.2499993 
2012/3/31,360058,Fallbrook,0.3433419,358826,15,2012.2499993 
2012/3/31,285523,Imperial Beach,-0.0248605,285594,28,2012.2499993 
2012/3/31,430413,Jamul,0.2132727,429497,9,2012.2499993 
2012/3/31,249566,Julian,-0.1995481,250065,33,2012.2499993 
2012/3/31,350139,La Mesa,0.7153705,347652,17,2012.2499993 
2012/3/31,311753,Lakeside,0.470523,310293,25,2012.2499993 
2012/3/31,262541,Lemon Grove,0.5341839,261146,32,2012.2499993 
2012/3/31,224489,National City,0.7381846,222844,35,2012.2499993 
2012/3/31,316207,Oceanside,0.2406102,315448,22,2012.2499993 
2012/3/31,441636,Pala,1.0271168,437146,8,2012.2499993 
2012/3/31,244968,Palomar Mountain,-0.1776662,245404,34,2012.2499993 
2012/3/31,348008,Pauma Valley,0.6798628,345658,18,2012.2499993 
2012/3/31,210018,Pine Valley,0.1999055,209599,39,2012.2499993 
2012/3/31,220582,Potrero,0.1944094,220154,37,2012.2499993 
2012/3/31,482360,Poway,0.3555594,480651,7,2012.2499993 
2012/3/31,316680,Ramona,0.4220721,315349,21,2012.2499993 
2012/3/31,1836143,Rancho Santa Fe,0.6009838,1825174,1,2012.2499993 
2012/3/31,390480,San Diego,0.4393321,388772,13,2012.2499993 
2012/3/31,350906,San Marcos,0.4017144,349502,16,2012.2499993 
2012/3/31,285462,Santa Ysabel,0.3247369,284538,29,2012.2499993 
2012/3/31,307580,Santee,0.5173253,305997,26,2012.2499993 
2012/3/31,612806,Solana Beach,0.2781841,611106,5,2012.2499993 
2012/3/31,275483,Spring Valley,0.4140741,274347,31,2012.2499993 
2012/3/31,379474,Valley Center,0.2679279,378460,14,2012.2499993 
2012/3/31,314981,Vista,0.4490183,313573,24,2012.2499993 
2012/3/31,221715,Warner Springs,-0.8483445,223612,36,2012.2499993 
2012/4/30,419546,Alpine,-0.3164813,420878,10,2012.3333326 
2012/4/30,413282,Bonita,-0.3544287,414752,11,2012.3333326 
2012/4/30,402250,Bonsall,-0.199477,403054,12,2012.3333326 
2012/4/30,181926,Borrego Springs,-0.5455818,182924,41,2012.3333326 
2012/4/30,220275,Boulevard,0.1527696,219939,36,2012.3333326 
2012/4/30,190308,Campo,-0.2881724,190858,40,2012.3333326 
2012/4/30,545754,Carlsbad,-0.2761002,547265,6,2012.3333326 
2012/4/30,317561,Chula Vista,-0.0670288,317774,20,2012.3333326 
2012/4/30,703256,Coronado,0.6293124,698858,3,2012.3333326 
2012/4/30,854269,Del Mar,1.1676806,844409,2,2012.3333326 
2012/4/30,288862,Descanso,-0.3776422,289957,27,2012.3333326 
2012/4/30,279570,Dulzura,-0.6245401,281327,30,2012.3333326 
2012/4/30,317851,El Cajon,-0.0377393,317971,19,2012.3333326 
2012/4/30,696685,Encinitas,0.1084879,695930,4,2012.3333326 
2012/4/30,315150,Escondido,-0.0523286,315315,23,2012.3333326 
2012/4/30,359376,Fallbrook,-0.1894139,360058,15,2012.3333326 
2012/4/30,285305,Imperial Beach,-0.0763511,285523,28,2012.3333326 
2012/4/30,428871,Jamul,-0.3582606,430413,9,2012.3333326 
2012/4/30,247658,Julian,-0.7645272,249566,33,2012.3333326 
2012/4/30,351056,La Mesa,0.261896,350139,16,2012.3333326 
2012/4/30,311457,Lakeside,-0.094947,311753,25,2012.3333326 
2012/4/30,262252,Lemon Grove,-0.110078,262541,32,2012.3333326 
2012/4/30,224685,National City,0.0873094,224489,35,2012.3333326 
2012/4/30,315359,Oceanside,-0.2681788,316207,22,2012.3333326 
2012/4/30,442665,Pala,0.2329973,441636,8,2012.3333326 
2012/4/30,245996,Palomar Mountain,0.4196466,244968,34,2012.3333326 
2012/4/30,347355,Pauma Valley,-0.1876394,348008,18,2012.3333326 
2012/4/30,208485,Pine Valley,-0.7299374,210018,39,2012.3333326 
2012/4/30,219989,Potrero,-0.2688343,220582,37,2012.3333326 
2012/4/30,482158,Poway,-0.0418774,482360,7,2012.3333326 
2012/4/30,315855,Ramona,-0.2605153,316680,21,2012.3333326 
2012/4/30,1835445,Rancho Santa Fe,-0.0380145,1836143,1,2012.3333326 
2012/4/30,390460,San Diego,-5.12E-03,390480,13,2012.3333326 
2012/4/30,350590,San Marcos,-0.0900526,350906,17,2012.3333326 
2012/4/30,283680,Santa Ysabel,-0.6242512,285462,29,2012.3333326 
2012/4/30,307622,Santee,0.013655,307580,26,2012.3333326 
2012/4/30,612878,Solana Beach,0.0117492,612806,5,2012.3333326 
2012/4/30,275411,Spring Valley,-0.0261359,275483,31,2012.3333326 
2012/4/30,379173,Valley Center,-0.0793203,379474,14,2012.3333326 
2012/4/30,314446,Vista,-0.1698515,314981,24,2012.3333326 
2012/4/30,219580,Warner Springs,-0.9629479,221715,38,2012.3333326 
2012/5/31,419606,Alpine,0.0143012,419546,10,2012.4166659 
2012/5/31,413875,Bonita,0.1434856,413282,11,2012.4166659 
2012/5/31,402480,Bonsall,0.0571784,402250,12,2012.4166659 
2012/5/31,180404,Borrego Springs,-0.8366039,181926,41,2012.4166659 
2012/5/31,225446,Boulevard,2.3475201,220275,36,2012.4166659 
2012/5/31,191522,Campo,0.6379133,190308,40,2012.4166659 
2012/5/31,546856,Carlsbad,0.2019225,545754,6,2012.4166659 
2012/5/31,318796,Chula Vista,0.3889017,317561,20,2012.4166659 
2012/5/31,708372,Coronado,0.7274734,703256,3,2012.4166659 
2012/5/31,864602,Del Mar,1.2095722,854269,2,2012.4166659 
2012/5/31,291084,Descanso,0.7692254,288862,27,2012.4166659 
2012/5/31,280212,Dulzura,0.2296384,279570,30,2012.4166659 
2012/5/31,319091,El Cajon,0.3901199,317851,19,2012.4166659 
2012/5/31,699994,Encinitas,0.4749636,696685,4,2012.4166659 
2012/5/31,316021,Escondido,0.2763763,315150,22,2012.4166659 
2012/5/31,360921,Fallbrook,0.4299118,359376,15,2012.4166659 
2012/5/31,286528,Imperial Beach,0.4286641,285305,28,2012.4166659 
2012/5/31,431302,Jamul,0.5668371,428871,9,2012.4166659 
2012/5/31,248592,Julian,0.377133,247658,33,2012.4166659 
2012/5/31,352655,La Mesa,0.4554829,351056,16,2012.4166659 
2012/5/31,312525,Lakeside,0.3429045,311457,25,2012.4166659 
2012/5/31,262790,Lemon Grove,0.2051462,262252,32,2012.4166659 
2012/5/31,225823,National City,0.5064869,224685,35,2012.4166659 
2012/5/31,316266,Oceanside,0.2876087,315359,21,2012.4166659 
2012/5/31,442786,Pala,0.0273344,442665,8,2012.4166659 
2012/5/31,248060,Palomar Mountain,0.839038,245996,34,2012.4166659 
2012/5/31,349814,Pauma Valley,0.7079213,347355,18,2012.4166659 
2012/5/31,208106,Pine Valley,-0.1817877,208485,39,2012.4166659 
2012/5/31,220349,Potrero,0.1636445,219989,37,2012.4166659 
2012/5/31,484922,Poway,0.5732561,482158,7,2012.4166659 
2012/5/31,315980,Ramona,0.0395751,315855,23,2012.4166659 
2012/5/31,1846706,Rancho Santa Fe,0.6135297,1835445,1,2012.4166659 
2012/5/31,392326,San Diego,0.4778979,390460,13,2012.4166659 
2012/5/31,351761,San Marcos,0.3340084,350590,17,2012.4166659 
2012/5/31,285277,Santa Ysabel,0.5629583,283680,29,2012.4166659 
2012/5/31,309439,Santee,0.59066,307622,26,2012.4166659 
2012/5/31,615878,Solana Beach,0.4894938,612878,5,2012.4166659 
2012/5/31,276677,Spring Valley,0.4596766,275411,31,2012.4166659 
2012/5/31,380969,Valley Center,0.4736624,379173,14,2012.4166659 
2012/5/31,315161,Vista,0.227384,314446,24,2012.4166659 
2012/5/31,219468,Warner Springs,-0.0510065,219580,38,2012.4166659 
2012/6/30,419723,Alpine,0.0278833,419606,10,2012.4999992 
2012/6/30,416357,Bonita,0.599698,413875,11,2012.4999992 
2012/6/30,403761,Bonsall,0.3182767,402480,12,2012.4999992 
2012/6/30,177130,Borrego Springs,-1.8148156,180404,41,2012.4999992 
2012/6/30,228828,Boulevard,1.5001375,225446,35,2012.4999992 
2012/6/30,194062,Campo,1.3262184,191522,40,2012.4999992 
2012/6/30,549258,Carlsbad,0.4392381,546856,6,2012.4999992 
2012/6/30,320777,Chula Vista,0.6214005,318796,20,2012.4999992 
2012/6/30,714961,Coronado,0.930161,708372,3,2012.4999992 
2012/6/30,873997,Del Mar,1.0866271,864602,2,2012.4999992 
2012/6/30,291323,Descanso,0.0821069,291084,27,2012.4999992 
2012/6/30,282572,Dulzura,0.8422195,280212,30,2012.4999992 
2012/6/30,321060,El Cajon,0.6170654,319091,19,2012.4999992 
2012/6/30,704611,Encinitas,0.6595771,699994,4,2012.4999992 
2012/6/30,317624,Escondido,0.5072448,316021,23,2012.4999992 
2012/6/30,362974,Fallbrook,0.5688225,360921,15,2012.4999992 
2012/6/30,289916,Imperial Beach,1.1824324,286528,28,2012.4999992 
2012/6/30,434688,Jamul,0.7850648,431302,9,2012.4999992 
2012/6/30,249861,Julian,0.510475,248592,33,2012.4999992 
2012/6/30,354533,La Mesa,0.5325318,352655,16,2012.4999992 
2012/6/30,314312,Lakeside,0.5717943,312525,25,2012.4999992 
2012/6/30,264747,Lemon Grove,0.7447011,262790,32,2012.4999992 
2012/6/30,227589,National City,0.7820284,225823,36,2012.4999992 
2012/6/30,317709,Oceanside,0.4562615,316266,22,2012.4999992 
2012/6/30,444679,Pala,0.4275203,442786,8,2012.4999992 
2012/6/30,249345,Palomar Mountain,0.5180198,248060,34,2012.4999992 
2012/6/30,352209,Pauma Valley,0.6846496,349814,18,2012.4999992 
2012/6/30,205798,Pine Valley,-1.1090502,208106,39,2012.4999992 
2012/6/30,221762,Potrero,0.6412555,220349,37,2012.4999992 
2012/6/30,488418,Poway,0.7209407,484922,7,2012.4999992 
2012/6/30,317791,Ramona,0.5731375,315980,21,2012.4999992 
2012/6/30,1857806,Rancho Santa Fe,0.6010702,1846706,1,2012.4999992 
2012/6/30,394960,San Diego,0.6713804,392326,13,2012.4999992 
2012/6/30,353642,San Marcos,0.5347381,351761,17,2012.4999992 
2012/6/30,288651,Santa Ysabel,1.1827101,285277,29,2012.4999992 
2012/6/30,311986,Santee,0.8231025,309439,26,2012.4999992 
2012/6/30,620618,Solana Beach,0.7696329,615878,5,2012.4999992 
2012/6/30,278658,Spring Valley,0.7159974,276677,31,2012.4999992 
2012/6/30,384580,Valley Center,0.9478462,380969,14,2012.4999992 
2012/6/30,316527,Vista,0.4334293,315161,24,2012.4999992 
2012/6/30,220474,Warner Springs,0.4583812,219468,38,2012.4999992 
2012/7/31,420600,Alpine,0.2089473,419723,10,2012.5833325 
2012/7/31,418635,Bonita,0.5471266,416357,11,2012.5833325 
2012/7/31,404802,Bonsall,0.2578258,403761,12,2012.5833325 
2012/7/31,173411,Borrego Springs,-2.0995879,177130,41,2012.5833325 
2012/7/31,230128,Boulevard,0.5681123,228828,35,2012.5833325 
2012/7/31,195068,Campo,0.518391,194062,40,2012.5833325 
2012/7/31,552449,Carlsbad,0.5809656,549258,6,2012.5833325 
2012/7/31,323042,Chula Vista,0.706098,320777,20,2012.5833325 
2012/7/31,723363,Coronado,1.175169,714961,3,2012.5833325 
2012/7/31,882510,Del Mar,0.9740308,873997,2,2012.5833325 
2012/7/31,292944,Descanso,0.5564271,291323,28,2012.5833325 
2012/7/31,284673,Dulzura,0.7435273,282572,30,2012.5833325 
2012/7/31,323617,El Cajon,0.7964243,321060,19,2012.5833325 
2012/7/31,709180,Encinitas,0.6484429,704611,4,2012.5833325 
2012/7/31,319665,Escondido,0.6425837,317624,22,2012.5833325 
2012/7/31,365346,Fallbrook,0.6534903,362974,15,2012.5833325 
2012/7/31,293953,Imperial Beach,1.3924723,289916,27,2012.5833325 
2012/7/31,439124,Jamul,1.0205021,434688,9,2012.5833325 
2012/7/31,252102,Julian,0.8968987,249861,33,2012.5833325 
2012/7/31,356954,La Mesa,0.6828701,354533,16,2012.5833325 
2012/7/31,316997,Lakeside,0.8542467,314312,25,2012.5833325 
2012/7/31,267155,Lemon Grove,0.9095476,264747,32,2012.5833325 
2012/7/31,230005,National City,1.0615627,227589,36,2012.5833325 
2012/7/31,319495,Oceanside,0.5621496,317709,23,2012.5833325 
2012/7/31,448399,Pala,0.8365585,444679,8,2012.5833325 
2012/7/31,250451,Palomar Mountain,0.4435621,249345,34,2012.5833325 
2012/7/31,355400,Pauma Valley,0.9059962,352209,18,2012.5833325 
2012/7/31,207243,Pine Valley,0.7021448,205798,39,2012.5833325 
2012/7/31,222742,Potrero,0.4419152,221762,37,2012.5833325 
2012/7/31,491815,Poway,0.6955108,488418,7,2012.5833325 
2012/7/31,320296,Ramona,0.7882539,317791,21,2012.5833325 
2012/7/31,1868993,Rancho Santa Fe,0.6021619,1857806,1,2012.5833325 
2012/7/31,397937,San Diego,0.7537472,394960,13,2012.5833325 
2012/7/31,355603,San Marcos,0.5545156,353642,17,2012.5833325 
2012/7/31,291402,Santa Ysabel,0.953054,288651,29,2012.5833325 
2012/7/31,314378,Santee,0.7667011,311986,26,2012.5833325 
2012/7/31,624448,Solana Beach,0.6171268,620618,5,2012.5833325 
2012/7/31,281341,Spring Valley,0.962829,278658,31,2012.5833325 
2012/7/31,387266,Valley Center,0.6984243,384580,14,2012.5833325 
2012/7/31,318303,Vista,0.5610896,316527,24,2012.5833325 
2012/7/31,221351,Warner Springs,0.3977793,220474,38,2012.5833325 
2012/8/31,421782,Alpine,0.2810271,420600,11,2012.6666658 
2012/8/31,422925,Bonita,1.024759,418635,10,2012.6666658 
2012/8/31,407746,Bonsall,0.7272691,404802,12,2012.6666658 
2012/8/31,170153,Borrego Springs,-1.8787735,173411,41,2012.6666658 
2012/8/31,228510,Boulevard,-0.703087,230128,36,2012.6666658 
2012/8/31,194319,Campo,-0.3839687,195068,40,2012.6666658 
2012/8/31,556309,Carlsbad,0.698707,552449,6,2012.6666658 
2012/8/31,325484,Chula Vista,0.7559389,323042,20,2012.6666658 
2012/8/31,731328,Coronado,1.1011069,723363,3,2012.6666658 
2012/8/31,891942,Del Mar,1.0687698,882510,2,2012.6666658 
2012/8/31,293353,Descanso,0.1396171,292944,28,2012.6666658 
2012/8/31,285748,Dulzura,0.3776263,284673,30,2012.6666658 
2012/8/31,326806,El Cajon,0.9854241,323617,19,2012.6666658 
2012/8/31,715380,Encinitas,0.8742491,709180,4,2012.6666658 
2012/8/31,322802,Escondido,0.9813398,319665,22,2012.6666658 
2012/8/31,368569,Fallbrook,0.8821774,365346,15,2012.6666658 
2012/8/31,299236,Imperial Beach,1.7972261,293953,27,2012.6666658 
2012/8/31,442932,Jamul,0.867181,439124,9,2012.6666658 
2012/8/31,252372,Julian,0.1070995,252102,33,2012.6666658 
2012/8/31,360872,La Mesa,1.0976204,356954,16,2012.6666658 
2012/8/31,320260,Lakeside,1.0293473,316997,25,2012.6666658 
2012/8/31,271663,Lemon Grove,1.6874099,267155,32,2012.6666658 
2012/8/31,232823,National City,1.2251908,230005,35,2012.6666658 
2012/8/31,321570,Oceanside,0.6494624,319495,23,2012.6666658 
2012/8/31,453353,Pala,1.1048196,448399,8,2012.6666658 
2012/8/31,249737,Palomar Mountain,-0.2850857,250451,34,2012.6666658 
2012/8/31,358842,Pauma Valley,0.9684862,355400,17,2012.6666658 
2012/8/31,206989,Pine Valley,-0.1225614,207243,39,2012.6666658 
2012/8/31,223612,Potrero,0.3905864,222742,37,2012.6666658 
2012/8/31,495811,Poway,0.8125006,491815,7,2012.6666658 
2012/8/31,323145,Ramona,0.8894897,320296,21,2012.6666658 
2012/8/31,1888514,Rancho Santa Fe,1.0444662,1868993,1,2012.6666658 
2012/8/31,401610,San Diego,0.9230104,397937,13,2012.6666658 
2012/8/31,358089,San Marcos,0.6990942,355603,18,2012.6666658 
2012/8/31,291886,Santa Ysabel,0.1660936,291402,29,2012.6666658 
2012/8/31,317453,Santee,0.9781219,314378,26,2012.6666658 
2012/8/31,630692,Solana Beach,0.9999231,624448,5,2012.6666658 
2012/8/31,284926,Spring Valley,1.2742544,281341,31,2012.6666658 
2012/8/31,389420,Valley Center,0.5562068,387266,14,2012.6666658 
2012/8/31,321383,Vista,0.9676315,318303,24,2012.6666658 
2012/8/31,220765,Warner Springs,-0.2647379,221351,38,2012.6666658 
2012/9/30,424433,Alpine,0.6285237,421782,11,2012.7499991 
2012/9/30,427417,Bonita,1.0621269,422925,10,2012.7499991 
2012/9/30,412086,Bonsall,1.0643881,407746,12,2012.7499991 
2012/9/30,167815,Borrego Springs,-1.3740575,170153,41,2012.7499991 
2012/9/30,227683,Boulevard,-0.3619098,228510,36,2012.7499991 
2012/9/30,192803,Campo,-0.7801605,194319,40,2012.7499991 
2012/9/30,560503,Carlsbad,0.7538976,556309,6,2012.7499991 
2012/9/30,328904,Chula Vista,1.0507429,325484,20,2012.7499991 
2012/9/30,741909,Coronado,1.44682,731328,3,2012.7499991 
2012/9/30,901470,Del Mar,1.0682309,891942,2,2012.7499991 
2012/9/30,292777,Descanso,-0.1963505,293353,28,2012.7499991 
2012/9/30,283728,Dulzura,-0.7069166,285748,31,2012.7499991 
2012/9/30,330126,El Cajon,1.0158932,326806,19,2012.7499991 
2012/9/30,718841,Encinitas,0.4837988,715380,4,2012.7499991 
2012/9/30,326770,Escondido,1.2292365,322802,21,2012.7499991 
2012/9/30,373591,Fallbrook,1.3625671,368569,15,2012.7499991 
2012/9/30,303708,Imperial Beach,1.4944726,299236,27,2012.7499991 
2012/9/30,446569,Jamul,0.8211193,442932,9,2012.7499991 
2012/9/30,252731,Julian,0.1422503,252372,33,2012.7499991 
2012/9/30,365118,La Mesa,1.1765945,360872,16,2012.7499991 
2012/9/30,323582,Lakeside,1.0372822,320260,25,2012.7499991 
2012/9/30,276413,Lemon Grove,1.7484899,271663,32,2012.7499991 
2012/9/30,235914,National City,1.327618,232823,35,2012.7499991 
2012/9/30,324390,Oceanside,0.8769475,321570,24,2012.7499991 
2012/9/30,455895,Pala,0.560711,453353,8,2012.7499991 
2012/9/30,248548,Palomar Mountain,-0.4761009,249737,34,2012.7499991 
2012/9/30,361402,Pauma Valley,0.7134059,358842,18,2012.7499991 
2012/9/30,209073,Pine Valley,1.0068168,206989,39,2012.7499991 
2012/9/30,224028,Potrero,0.1860365,223612,37,2012.7499991 
2012/9/30,500021,Poway,0.8491139,495811,7,2012.7499991 
2012/9/30,326601,Ramona,1.0694889,323145,22,2012.7499991 
2012/9/30,1911789,Rancho Santa Fe,1.2324505,1888514,1,2012.7499991 
2012/9/30,405903,San Diego,1.0689475,401610,13,2012.7499991 
2012/9/30,361655,San Marcos,0.9958418,358089,17,2012.7499991 
2012/9/30,291591,Santa Ysabel,-0.1010669,291886,29,2012.7499991 
2012/9/30,320919,Santee,1.0918152,317453,26,2012.7499991 
2012/9/30,631883,Solana Beach,0.1888402,630692,5,2012.7499991 
2012/9/30,288605,Spring Valley,1.2912125,284926,30,2012.7499991 
2012/9/30,393123,Valley Center,0.9509013,389420,14,2012.7499991 
2012/9/30,325504,Vista,1.2822707,321383,23,2012.7499991 
2012/9/30,220257,Warner Springs,-0.2301089,220765,38,2012.7499991 
2012/10/31,428216,Alpine,0.8913068,424433,11,2012.8333324 
2012/10/31,433505,Bonita,1.4243701,427417,10,2012.8333324 
2012/10/31,418470,Bonsall,1.5491912,412086,12,2012.8333324 
2012/10/31,166312,Borrego Springs,-0.8956291,167815,41,2012.8333324 
2012/10/31,227026,Boulevard,-0.2885591,227683,36,2012.8333324 
2012/10/31,191434,Campo,-0.7100512,192803,40,2012.8333324 
2012/10/31,566925,Carlsbad,1.1457566,560503,6,2012.8333324 
2012/10/31,333376,Chula Vista,1.3596673,328904,20,2012.8333324 
2012/10/31,753683,Coronado,1.5869871,741909,3,2012.8333324 
2012/10/31,915132,Del Mar,1.5155246,901470,2,2012.8333324 
2012/10/31,291737,Descanso,-0.3552192,292777,30,2012.8333324 
2012/10/31,284346,Dulzura,0.2178142,283728,31,2012.8333324 
2012/10/31,334081,El Cajon,1.1980274,330126,19,2012.8333324 
2012/10/31,725181,Encinitas,0.8819753,718841,4,2012.8333324 
2012/10/31,331876,Escondido,1.5625669,326770,21,2012.8333324 
2012/10/31,379550,Fallbrook,1.5950598,373591,15,2012.8333324 
2012/10/31,306547,Imperial Beach,0.9347795,303708,27,2012.8333324 
2012/10/31,451551,Jamul,1.1156171,446569,9,2012.8333324 
2012/10/31,253448,Julian,0.2837009,252731,33,2012.8333324 
2012/10/31,370124,La Mesa,1.3710636,365118,16,2012.8333324 
2012/10/31,327729,Lakeside,1.2815917,323582,25,2012.8333324 
2012/10/31,282036,Lemon Grove,2.0342748,276413,32,2012.8333324 
2012/10/31,239802,National City,1.6480582,235914,35,2012.8333324 
2012/10/31,328577,Oceanside,1.2907303,324390,24,2012.8333324 
2012/10/31,458540,Pala,0.5801775,455895,8,2012.8333324 
2012/10/31,244653,Palomar Mountain,-1.5671017,248548,34,2012.8333324 
2012/10/31,365973,Pauma Valley,1.2647965,361402,18,2012.8333324 
2012/10/31,208652,Pine Valley,-0.2013651,209073,39,2012.8333324 
2012/10/31,225541,Potrero,0.675362,224028,37,2012.8333324 
2012/10/31,505663,Poway,1.1283526,500021,7,2012.8333324 
2012/10/31,331453,Ramona,1.4856048,326601,22,2012.8333324 
2012/10/31,1942303,Rancho Santa Fe,1.5960966,1911789,1,2012.8333324 
2012/10/31,411371,San Diego,1.3471199,405903,13,2012.8333324 
2012/10/31,366751,San Marcos,1.4090777,361655,17,2012.8333324 
2012/10/31,293999,Santa Ysabel,0.8258142,291591,28,2012.8333324 
2012/10/31,325760,Santee,1.5084803,320919,26,2012.8333324 
2012/10/31,635462,Solana Beach,0.5664023,631883,5,2012.8333324 
2012/10/31,293180,Spring Valley,1.5852116,288605,29,2012.8333324 
2012/10/31,397179,Valley Center,1.0317382,393123,14,2012.8333324 
2012/10/31,330857,Vista,1.6445266,325504,23,2012.8333324 
2012/10/31,220198,Warner Springs,-0.0267869,220257,38,2012.8333324 
2012/11/30,431106,Alpine,0.674893,428216,11,2012.9166657 
2012/11/30,437410,Bonita,0.900797,433505,10,2012.9166657 
2012/11/30,422891,Bonsall,1.0564676,418470,12,2012.9166657 
2012/11/30,164427,Borrego Springs,-1.1334119,166312,41,2012.9166657 
2012/11/30,227637,Boulevard,0.2691322,227026,36,2012.9166657 
2012/11/30,191012,Campo,-0.2204415,191434,40,2012.9166657 
2012/11/30,573047,Carlsbad,1.0798607,566925,6,2012.9166657 
2012/11/30,337641,Chula Vista,1.2793362,333376,20,2012.9166657 
2012/11/30,764409,Coronado,1.4231447,753683,3,2012.9166657 
2012/11/30,929557,Del Mar,1.5762753,915132,2,2012.9166657 
2012/11/30,290268,Descanso,-0.5035357,291737,30,2012.9166657 
2012/11/30,284226,Dulzura,-0.0422021,284346,32,2012.9166657 
2012/11/30,337661,El Cajon,1.0715964,334081,19,2012.9166657 
2012/11/30,730547,Encinitas,0.7399532,725181,4,2012.9166657 
2012/11/30,336365,Escondido,1.3526136,331876,21,2012.9166657 
2012/11/30,383848,Fallbrook,1.1323936,379550,15,2012.9166657 
2012/11/30,308450,Imperial Beach,0.6207857,306547,27,2012.9166657 
2012/11/30,455060,Jamul,0.7770994,451551,9,2012.9166657 
